symbol,date,hour,openbid,highbid,lowbid,closebid,openask,highask,lowask,closeask,totalticks
EUR/CAD,2017-12-05,10,1.50061,1.50223,1.49995,1.50029,1.50068,1.50226,1.49997,1.50034,8157
EUR/CAD,2017-12-05,11,1.50029,1.50129,1.49942,1.50027,1.50034,1.50131,1.49952,1.50032,9353
EUR/CAD,2017-12-05,12,1.50027,1.50054,1.49777,1.49811,1.50032,1.50059,1.49783,1.49816,8204
EUR/CAD,2017-12-05,13,1.49811,1.49838,1.49492,1.49686,1.49816,1.4984,1.49517,1.49691,14712
EUR/CAD,2017-12-05,14,1.49686,1.49898,1.49532,1.49834,1.49691,1.49906,1.49535,1.49857,21028
EUR/CAD,2017-12-05,15,1.49834,1.50185,1.49815,1.50091,1.49857,1.50187,1.49831,1.50098,25297
EUR/CAD,2017-12-05,16,1.50091,1.50101,1.49831,1.50001,1.50098,1.50106,1.49833,1.50003,18039
EUR/CAD,2017-12-05,17,1.50001,1.50047,1.49888,1.4994,1.50003,1.50054,1.49893,1.49944,11233
EUR/CAD,2017-12-05,18,1.4994,1.49996,1.49817,1.49922,1.49944,1.50003,1.49817,1.49927,9407
EUR/CAD,2017-12-05,19,1.49922,1.50076,1.4988,1.50028,1.49927,1.50081,1.49886,1.50034,7394
EUR/CAD,2017-12-05,20,1.50028,1.5016,1.50019,1.50131,1.50034,1.50164,1.50026,1.5014,7677
EUR/CAD,2017-12-05,21,1.50131,1.50221,1.50002,1.50017,1.5014,1.50226,1.50049,1.50126,3792
EUR/CAD,2017-12-05,22,1.50017,1.50164,1.49996,1.50119,1.50126,1.50213,1.50044,1.50129,3722
EUR/CAD,2017-12-05,23,1.50119,1.50201,1.50103,1.50188,1.50129,1.50209,1.50112,1.50197,3049
EUR/CAD,2017-12-06,0,1.50188,1.50193,1.50079,1.50185,1.50197,1.50203,1.50094,1.50193,5212
EUR/CAD,2017-12-06,1,1.50185,1.50254,1.50128,1.50215,1.50193,1.50262,1.50133,1.50222,4628
EUR/CAD,2017-12-06,2,1.50215,1.5026,1.50152,1.50178,1.50222,1.50268,1.50161,1.50186,4439
EUR/CAD,2017-12-06,3,1.50178,1.50373,1.50176,1.50324,1.50186,1.50381,1.5018,1.50332,4445
EUR/CAD,2017-12-06,4,1.50324,1.50331,1.50286,1.50294,1.50332,1.50339,1.50292,1.50301,3710
EUR/CAD,2017-12-06,5,1.50294,1.50323,1.50238,1.50292,1.50301,1.50333,1.50248,1.50299,2591
EUR/CAD,2017-12-06,6,1.50292,1.50293,1.50166,1.50215,1.50299,1.50302,1.50171,1.50223,3387
EUR/CAD,2017-12-06,7,1.50215,1.50318,1.50055,1.50188,1.50223,1.50326,1.50062,1.50192,10719
EUR/CAD,2017-12-06,8,1.50188,1.50285,1.49839,1.49851,1.50192,1.50285,1.49842,1.49857,10569
EUR/CAD,2017-12-06,9,1.49851,1.4988,1.49692,1.49861,1.49857,1.49884,1.49699,1.49865,10612
EUR/CAD,2017-12-06,10,1.49861,1.49946,1.49727,1.49898,1.49865,1.49949,1.49733,1.49902,9080
EUR/CAD,2017-12-06,11,1.49898,1.49907,1.49581,1.49601,1.49902,1.49915,1.49585,1.49606,11670
EUR/CAD,2017-12-06,12,1.49601,1.4966,1.49494,1.49521,1.49606,1.49665,1.49499,1.49526,9194
EUR/CAD,2017-12-06,13,1.49521,1.49802,1.49512,1.4969,1.49526,1.49807,1.49517,1.49694,14824
EUR/CAD,2017-12-06,14,1.4969,1.49703,1.49217,1.4924,1.49694,1.49708,1.49233,1.49381,18643
EUR/CAD,2017-12-06,15,1.4924,1.5069,1.4924,1.50476,1.49381,1.50695,1.49381,1.50482,25498
EUR/CAD,2017-12-06,16,1.50476,1.50841,1.50462,1.50759,1.50482,1.50844,1.50466,1.50766,14247
EUR/CAD,2017-12-06,17,1.50759,1.50973,1.50735,1.50825,1.50766,1.50978,1.5074,1.50829,10980
EUR/CAD,2017-12-06,18,1.50825,1.50959,1.50791,1.50834,1.50829,1.50966,1.50797,1.50842,7478
EUR/CAD,2017-12-06,19,1.50834,1.50957,1.50803,1.50918,1.50842,1.50962,1.5081,1.50926,8141
EUR/CAD,2017-12-06,20,1.50918,1.50963,1.50849,1.50946,1.50926,1.5097,1.50858,1.50954,6096
EUR/CAD,2017-12-06,21,1.50946,1.50946,1.50777,1.50834,1.50954,1.50954,1.50783,1.50875,3155
EUR/CAD,2017-12-06,22,1.50834,1.50968,1.50774,1.5096,1.50875,1.50979,1.50848,1.5097,3317
EUR/CAD,2017-12-06,23,1.5096,1.5104,1.50917,1.5094,1.5097,1.51058,1.50921,1.50947,4991
EUR/CAD,2017-12-07,0,1.5094,1.51159,1.5092,1.50996,1.50947,1.51137,1.50934,1.51003,3659
EUR/CAD,2017-12-07,1,1.50996,1.51036,1.50947,1.51014,1.51003,1.51044,1.50956,1.51022,3813
EUR/CAD,2017-12-07,2,1.51014,1.5111,1.51008,1.51033,1.51022,1.51107,1.51015,1.51043,3631
EUR/CAD,2017-12-07,3,1.51033,1.51122,1.51017,1.51097,1.51043,1.51126,1.51024,1.51106,2777
EUR/CAD,2017-12-07,4,1.51097,1.51109,1.5106,1.51068,1.51106,1.51115,1.51066,1.51076,2560
EUR/CAD,2017-12-07,5,1.51068,1.51082,1.50976,1.51013,1.51076,1.5109,1.50981,1.51021,3147
EUR/CAD,2017-12-07,6,1.51013,1.51094,1.51008,1.5107,1.51021,1.511,1.51015,1.51077,3877
EUR/CAD,2017-12-07,7,1.5107,1.51227,1.51017,1.51194,1.51077,1.51233,1.51024,1.51201,6354
EUR/CAD,2017-12-07,8,1.51194,1.51466,1.51181,1.51246,1.51201,1.51475,1.51187,1.51253,8299
EUR/CAD,2017-12-07,9,1.51246,1.51308,1.5121,1.51215,1.51253,1.51313,1.51212,1.51227,5459
EUR/CAD,2017-12-07,10,1.51215,1.51247,1.50968,1.50986,1.51227,1.51252,1.50975,1.50992,7138
EUR/CAD,2017-12-07,11,1.50986,1.51199,1.50974,1.5119,1.50992,1.51203,1.50979,1.51195,7093
EUR/CAD,2017-12-07,12,1.5119,1.51276,1.51045,1.51145,1.51195,1.51282,1.51051,1.51146,9562
EUR/CAD,2017-12-07,13,1.51145,1.5149,1.51095,1.51457,1.51146,1.51494,1.511,1.51461,12918
EUR/CAD,2017-12-07,14,1.51457,1.51685,1.5143,1.51633,1.51461,1.5169,1.51434,1.51643,16260
EUR/CAD,2017-12-07,15,1.51633,1.51818,1.51355,1.5137,1.51643,1.51823,1.51358,1.51376,16976
EUR/CAD,2017-12-07,16,1.5137,1.51484,1.51252,1.51302,1.51376,1.5149,1.51253,1.51306,11085
EUR/CAD,2017-12-07,17,1.51302,1.51407,1.51079,1.51262,1.51306,1.51409,1.51087,1.51267,10563
EUR/CAD,2017-12-07,18,1.51262,1.51529,1.51249,1.51417,1.51267,1.51535,1.51257,1.51425,13657
EUR/CAD,2017-12-07,19,1.51417,1.515,1.51338,1.5143,1.51425,1.51505,1.51346,1.51436,11697
EUR/CAD,2017-12-07,20,1.5143,1.5145,1.51296,1.51318,1.51436,1.51455,1.51301,1.51326,7607
EUR/CAD,2017-12-07,21,1.51318,1.51348,1.51281,1.51311,1.51326,1.51356,1.5129,1.5134,2807
EUR/CAD,2017-12-07,22,1.51311,1.51368,1.51267,1.51344,1.5134,1.51381,1.51315,1.51354,3038
EUR/CAD,2017-12-07,23,1.51344,1.51408,1.51329,1.51369,1.51354,1.51415,1.51339,1.51377,2985
EUR/CAD,2017-12-08,0,1.51369,1.51401,1.51319,1.51345,1.51377,1.51409,1.51327,1.51351,3547
EUR/CAD,2017-12-08,1,1.51345,1.51345,1.51229,1.51243,1.51351,1.51353,1.51237,1.5125,3985
EUR/CAD,2017-12-08,2,1.51243,1.51298,1.51186,1.51267,1.5125,1.51308,1.51196,1.51277,3026
EUR/CAD,2017-12-08,3,1.51267,1.51287,1.51229,1.51234,1.51277,1.51295,1.51235,1.51242,2479
EUR/CAD,2017-12-08,4,1.51234,1.51257,1.51192,1.51208,1.51242,1.51265,1.51199,1.51216,2253
EUR/CAD,2017-12-08,5,1.51208,1.51238,1.51192,1.51227,1.51216,1.51245,1.51198,1.51235,2270
EUR/CAD,2017-12-08,6,1.51227,1.51271,1.51104,1.51111,1.51235,1.51279,1.51108,1.51117,6600
EUR/CAD,2017-12-08,7,1.51111,1.51129,1.50897,1.5099,1.51117,1.5113,1.50903,1.50998,9696
EUR/CAD,2017-12-08,8,1.5099,1.51063,1.50891,1.50897,1.50998,1.5107,1.50894,1.50902,10394
EUR/CAD,2017-12-08,9,1.50897,1.51102,1.50893,1.51026,1.50902,1.51108,1.509,1.51032,7684
EUR/CAD,2017-12-08,10,1.51026,1.51041,1.50872,1.50917,1.51032,1.51044,1.50876,1.50921,6051
EUR/CAD,2017-12-08,11,1.50917,1.50924,1.50722,1.50793,1.50921,1.50925,1.50727,1.50797,5944
EUR/CAD,2017-12-08,12,1.50793,1.50901,1.50557,1.50746,1.50797,1.50906,1.5056,1.50752,9603
EUR/CAD,2017-12-08,13,1.50746,1.50898,1.50482,1.5083,1.50752,1.50905,1.50492,1.50838,28162
EUR/CAD,2017-12-08,14,1.5083,1.51229,1.5083,1.51081,1.50838,1.51235,1.50838,1.51097,22419
EUR/CAD,2017-12-08,15,1.51081,1.5134,1.5105,1.51141,1.51097,1.51341,1.51054,1.51146,21745
EUR/CAD,2017-12-08,16,1.51141,1.51451,1.51107,1.51338,1.51146,1.51456,1.51112,1.51342,12917
EUR/CAD,2017-12-08,17,1.51338,1.51415,1.51283,1.51307,1.51342,1.5142,1.51289,1.51313,9339
EUR/CAD,2017-12-08,18,1.51307,1.51393,1.51234,1.5138,1.51313,1.514,1.51241,1.51387,5582
EUR/CAD,2017-12-08,19,1.5138,1.51469,1.51303,1.51407,1.51387,1.51473,1.51306,1.51408,6484
EUR/CAD,2017-12-08,20,1.51407,1.51469,1.51369,1.51369,1.51408,1.51476,1.51379,1.51379,3499
EUR/CAD,2017-12-08,21,1.51369,1.514,1.51194,1.51194,1.51379,1.51407,1.5127,1.5134,3928
EUR/CAD,2017-12-10,19,1.51194,1.51194,1.51115,1.51115,1.5134,1.5134,1.51293,1.51293,1
EUR/CAD,2017-12-10,20,1.51115,1.5119,1.51115,1.51138,1.51293,1.51315,1.51235,1.51315,29
EUR/CAD,2017-12-10,21,1.51138,1.51238,1.51138,1.51193,1.51315,1.51322,1.51235,1.51258,67
EUR/CAD,2017-12-10,22,1.51193,1.51313,1.51193,1.51301,1.51258,1.51337,1.51241,1.5132,1817
EUR/CAD,2017-12-10,23,1.51301,1.51389,1.513,1.51345,1.5132,1.51395,1.51319,1.5136,3517
EUR/CAD,2017-12-11,0,1.51345,1.51418,1.51321,1.51387,1.5136,1.51424,1.5133,1.51396,5210
EUR/CAD,2017-12-11,1,1.51387,1.51404,1.5134,1.51388,1.51396,1.51414,1.51349,1.51397,3711
EUR/CAD,2017-12-11,2,1.51388,1.51435,1.5136,1.51426,1.51397,1.51443,1.51369,1.51434,1801
EUR/CAD,2017-12-11,3,1.51426,1.51429,1.51309,1.51319,1.51434,1.51437,1.51321,1.5133,3813
EUR/CAD,2017-12-11,4,1.51319,1.51355,1.51294,1.51329,1.5133,1.51364,1.51304,1.51336,2477
EUR/CAD,2017-12-11,5,1.51329,1.51345,1.51241,1.51264,1.51336,1.51354,1.5125,1.51276,3291
EUR/CAD,2017-12-11,6,1.51264,1.51317,1.51233,1.51235,1.51276,1.51325,1.51239,1.51246,3474
EUR/CAD,2017-12-11,7,1.51235,1.51361,1.51196,1.51292,1.51246,1.51367,1.51204,1.51297,7915
EUR/CAD,2017-12-11,8,1.51292,1.51495,1.51216,1.51437,1.51297,1.51501,1.5122,1.51442,9123
EUR/CAD,2017-12-11,9,1.51437,1.51602,1.51373,1.51524,1.51442,1.51605,1.51378,1.51527,7188
EUR/CAD,2017-12-11,10,1.51524,1.51659,1.51486,1.51622,1.51527,1.51662,1.51491,1.51627,5782
EUR/CAD,2017-12-11,11,1.51622,1.51735,1.51518,1.51525,1.51627,1.51741,1.51524,1.51527,7162
EUR/CAD,2017-12-11,12,1.51525,1.51599,1.51474,1.5155,1.51527,1.51603,1.51479,1.51558,8549
EUR/CAD,2017-12-11,13,1.5155,1.5172,1.51475,1.51511,1.51558,1.51724,1.51481,1.51518,10442
EUR/CAD,2017-12-11,14,1.51511,1.51713,1.51402,1.51672,1.51518,1.51719,1.5141,1.51678,9704
EUR/CAD,2017-12-11,15,1.51672,1.51773,1.51487,1.51604,1.51678,1.51778,1.51492,1.51612,16401
EUR/CAD,2017-12-11,16,1.51604,1.51822,1.51501,1.51597,1.51612,1.51828,1.51503,1.516,13411
EUR/CAD,2017-12-11,17,1.51597,1.51674,1.51541,1.51574,1.516,1.51675,1.51549,1.51582,7726
EUR/CAD,2017-12-11,18,1.51574,1.51617,1.5148,1.51552,1.51582,1.51625,1.51489,1.51557,5376
EUR/CAD,2017-12-11,19,1.51552,1.51591,1.51407,1.51467,1.51557,1.51596,1.51411,1.51475,5312
EUR/CAD,2017-12-11,20,1.51467,1.51536,1.51328,1.51344,1.51475,1.51544,1.51334,1.51351,5677
EUR/CAD,2017-12-11,21,1.51344,1.51391,1.51246,1.51256,1.51351,1.51396,1.51278,1.51338,4413
EUR/CAD,2017-12-11,22,1.51256,1.5137,1.51256,1.51347,1.51338,1.51402,1.51314,1.51371,2514
EUR/CAD,2017-12-11,23,1.51347,1.5143,1.51344,1.51365,1.51371,1.51442,1.51362,1.51373,2747
EUR/CAD,2017-12-12,0,1.51365,1.51413,1.51345,1.51369,1.51373,1.51422,1.51353,1.51377,3086
EUR/CAD,2017-12-12,1,1.51369,1.51398,1.51276,1.51281,1.51377,1.51406,1.51286,1.51292,2998
EUR/CAD,2017-12-12,2,1.51281,1.51285,1.51175,1.51229,1.51292,1.51292,1.51185,1.51238,3021
EUR/CAD,2017-12-12,3,1.51229,1.51296,1.51213,1.5126,1.51238,1.51305,1.5122,1.51268,2177
EUR/CAD,2017-12-12,4,1.5126,1.51279,1.51222,1.51262,1.51268,1.51288,1.5123,1.5127,1799
EUR/CAD,2017-12-12,5,1.51262,1.51287,1.51214,1.51218,1.5127,1.51296,1.51221,1.51231,1902
EUR/CAD,2017-12-12,6,1.51218,1.51243,1.51192,1.51219,1.51231,1.5125,1.51201,1.51229,2920
EUR/CAD,2017-12-12,7,1.51219,1.51313,1.51102,1.51122,1.51229,1.51321,1.51107,1.51128,7239
EUR/CAD,2017-12-12,8,1.51122,1.51322,1.5111,1.51322,1.51128,1.51328,1.51112,1.51328,11962
EUR/CAD,2017-12-12,9,1.51322,1.51322,1.51074,1.51158,1.51328,1.51328,1.51079,1.51173,9318
EUR/CAD,2017-12-12,10,1.51158,1.51197,1.51046,1.51068,1.51173,1.51203,1.51054,1.51074,8821
EUR/CAD,2017-12-12,11,1.51068,1.51102,1.50869,1.51063,1.51074,1.51107,1.50873,1.51067,6429
EUR/CAD,2017-12-12,12,1.51063,1.51142,1.50964,1.51023,1.51067,1.51148,1.50968,1.51028,7529
EUR/CAD,2017-12-12,13,1.51023,1.5107,1.50877,1.5094,1.51028,1.51082,1.5088,1.50945,12142
EUR/CAD,2017-12-12,14,1.5094,1.5116,1.50848,1.51092,1.50945,1.51157,1.50852,1.51097,14458
EUR/CAD,2017-12-12,15,1.51092,1.51271,1.5091,1.51029,1.51097,1.51277,1.50916,1.51035,15157
EUR/CAD,2017-12-12,16,1.51029,1.51065,1.50883,1.51065,1.51035,1.51069,1.50889,1.51068,12870
EUR/CAD,2017-12-12,17,1.51065,1.51227,1.50993,1.51007,1.51068,1.51232,1.51,1.51013,12689
EUR/CAD,2017-12-12,18,1.51007,1.51184,1.51002,1.51113,1.51013,1.5119,1.51009,1.51118,8876
EUR/CAD,2017-12-12,19,1.51113,1.51161,1.51006,1.51105,1.51118,1.51167,1.5101,1.51112,7068
EUR/CAD,2017-12-12,20,1.51105,1.51176,1.5104,1.51137,1.51112,1.51182,1.51047,1.51144,5985
EUR/CAD,2017-12-12,21,1.51137,1.51188,1.51024,1.51024,1.51144,1.51191,1.51055,1.511,3292
EUR/CAD,2017-12-12,22,1.51024,1.51154,1.50952,1.51084,1.511,1.51189,1.51021,1.51128,4875
EUR/CAD,2017-12-12,23,1.51084,1.51132,1.5106,1.51117,1.51128,1.51151,1.51076,1.51127,1715
EUR/CAD,2017-12-13,0,1.51117,1.5113,1.51051,1.51116,1.51127,1.51139,1.51058,1.51124,2404
EUR/CAD,2017-12-13,1,1.51116,1.5112,1.51054,1.51082,1.51124,1.51128,1.51063,1.51088,2384
EUR/CAD,2017-12-13,2,1.51082,1.51096,1.51019,1.51051,1.51088,1.51102,1.51028,1.5106,1998
EUR/CAD,2017-12-13,3,1.51051,1.51146,1.51045,1.5112,1.5106,1.51151,1.51055,1.51128,4164
EUR/CAD,2017-12-13,4,1.5112,1.51155,1.51097,1.511,1.51128,1.5116,1.51104,1.51108,1658
EUR/CAD,2017-12-13,5,1.511,1.51135,1.51072,1.511,1.51108,1.51143,1.51079,1.51113,1727
EUR/CAD,2017-12-13,6,1.511,1.51194,1.51097,1.51107,1.51113,1.51202,1.51107,1.51115,3196
EUR/CAD,2017-12-13,7,1.51107,1.51147,1.50986,1.50993,1.51115,1.51155,1.50993,1.50999,4393
EUR/CAD,2017-12-13,8,1.50993,1.51139,1.50959,1.51081,1.50999,1.51141,1.50966,1.51086,4481
EUR/CAD,2017-12-13,9,1.51081,1.51297,1.51053,1.51267,1.51086,1.51302,1.51059,1.51273,6811
EUR/CAD,2017-12-13,10,1.51267,1.5133,1.5121,1.51225,1.51273,1.51336,1.51214,1.51229,6676
EUR/CAD,2017-12-13,11,1.51225,1.51232,1.50926,1.5099,1.51229,1.51236,1.50931,1.50996,6468
EUR/CAD,2017-12-13,12,1.5099,1.51024,1.50874,1.50978,1.50996,1.5103,1.50877,1.50983,9151
EUR/CAD,2017-12-13,13,1.50978,1.51101,1.50803,1.51017,1.50983,1.51192,1.50803,1.51023,21252
EUR/CAD,2017-12-13,14,1.51017,1.5115,1.50928,1.51118,1.51023,1.51153,1.50931,1.51122,17380
EUR/CAD,2017-12-13,15,1.51118,1.51289,1.51065,1.51093,1.51122,1.51294,1.51071,1.51098,17905
EUR/CAD,2017-12-13,16,1.51093,1.51475,1.51087,1.51387,1.51098,1.5148,1.51095,1.51391,14401
EUR/CAD,2017-12-13,17,1.51387,1.5147,1.51302,1.51333,1.51391,1.51471,1.51306,1.5134,10112
EUR/CAD,2017-12-13,18,1.51333,1.51497,1.5131,1.5137,1.5134,1.51594,1.51317,1.51546,8586
EUR/CAD,2017-12-13,19,1.5137,1.51669,1.51113,1.51278,1.51546,1.51709,1.51121,1.51287,44891
EUR/CAD,2017-12-13,20,1.51278,1.51672,1.51225,1.51628,1.51287,1.51675,1.51234,1.51635,16915
EUR/CAD,2017-12-13,21,1.51628,1.51628,1.51502,1.51532,1.51635,1.51635,1.51531,1.51593,5002
EUR/CAD,2017-12-13,22,1.51532,1.51653,1.51493,1.51538,1.51593,1.51702,1.5154,1.51579,4681
EUR/CAD,2017-12-13,23,1.51538,1.51789,1.51537,1.51715,1.51579,1.518,1.51562,1.51728,4103
EUR/CAD,2017-12-14,0,1.51715,1.51717,1.51526,1.51632,1.51728,1.5173,1.51537,1.51642,6967
EUR/CAD,2017-12-14,1,1.51632,1.5167,1.51529,1.51605,1.51642,1.51678,1.51537,1.51619,5171
EUR/CAD,2017-12-14,2,1.51605,1.5163,1.5156,1.51609,1.51619,1.51638,1.51569,1.51617,4469
EUR/CAD,2017-12-14,3,1.51609,1.51653,1.5159,1.51626,1.51617,1.51661,1.51599,1.51635,3795
EUR/CAD,2017-12-14,4,1.51626,1.51651,1.51587,1.51632,1.51635,1.51659,1.51594,1.51641,3005
EUR/CAD,2017-12-14,5,1.51632,1.5164,1.5156,1.5156,1.51641,1.51648,1.51563,1.51573,3011
EUR/CAD,2017-12-14,6,1.5156,1.51591,1.51531,1.51591,1.51573,1.51599,1.51536,1.51599,3508
EUR/CAD,2017-12-14,7,1.51591,1.51701,1.5154,1.51652,1.51599,1.51708,1.51543,1.51658,8645
EUR/CAD,2017-12-14,8,1.51652,1.52143,1.51637,1.52134,1.51658,1.52154,1.51644,1.52143,12448
EUR/CAD,2017-12-14,9,1.52134,1.52147,1.5168,1.5173,1.52143,1.52157,1.51684,1.51738,11771
EUR/CAD,2017-12-14,10,1.5173,1.51903,1.51636,1.51899,1.51738,1.51909,1.51639,1.51904,9919
EUR/CAD,2017-12-14,11,1.51899,1.51942,1.51632,1.51676,1.51904,1.51948,1.51638,1.51682,9394
EUR/CAD,2017-12-14,12,1.51676,1.51878,1.51607,1.51777,1.51682,1.51883,1.51614,1.51786,15922
EUR/CAD,2017-12-14,13,1.51777,1.52271,1.51727,1.51777,1.51786,1.52277,1.51738,1.51786,27989
EUR/CAD,2017-12-14,14,1.51777,1.51853,1.51521,1.51569,1.51786,1.5186,1.51522,1.51577,26216
EUR/CAD,2017-12-14,15,1.51569,1.51654,1.51111,1.5121,1.51577,1.5166,1.51114,1.51216,18861
EUR/CAD,2017-12-14,16,1.5121,1.5144,1.51186,1.51305,1.51216,1.51446,1.51189,1.51314,16554
EUR/CAD,2017-12-14,17,1.51305,1.5141,1.50643,1.50679,1.51314,1.51416,1.50652,1.50686,14039
EUR/CAD,2017-12-14,18,1.50679,1.50734,1.49978,1.50372,1.50686,1.50743,1.49987,1.50379,20658
EUR/CAD,2017-12-14,19,1.50372,1.50395,1.50126,1.5031,1.50379,1.50404,1.50135,1.50311,11835
EUR/CAD,2017-12-14,20,1.5031,1.50428,1.50297,1.5032,1.50311,1.50435,1.50305,1.50326,7711
EUR/CAD,2017-12-14,21,1.5032,1.5097,1.50286,1.50684,1.50326,1.50983,1.50293,1.50729,9398
EUR/CAD,2017-12-14,22,1.50684,1.50729,1.50561,1.50605,1.50729,1.50775,1.50618,1.50625,5016
EUR/CAD,2017-12-14,23,1.50605,1.50713,1.50596,1.50655,1.50625,1.50725,1.50605,1.50662,6179
EUR/CAD,2017-12-15,0,1.50655,1.50703,1.50556,1.50655,1.50662,1.5071,1.50564,1.50663,5616
EUR/CAD,2017-12-15,1,1.50655,1.50656,1.50564,1.50592,1.50663,1.50666,1.50576,1.506,4049
EUR/CAD,2017-12-15,2,1.50592,1.50639,1.50568,1.50583,1.506,1.5065,1.50579,1.50588,4072
EUR/CAD,2017-12-15,3,1.50583,1.50584,1.50509,1.50566,1.50588,1.50596,1.50519,1.50576,4598
EUR/CAD,2017-12-15,4,1.50566,1.50657,1.50543,1.50638,1.50576,1.50668,1.50553,1.50646,3275
EUR/CAD,2017-12-15,5,1.50638,1.50639,1.50518,1.50568,1.50646,1.50647,1.50529,1.50579,2648
EUR/CAD,2017-12-15,6,1.50568,1.50569,1.50455,1.50515,1.50579,1.50579,1.50465,1.50525,3088
EUR/CAD,2017-12-15,7,1.50515,1.5052,1.50213,1.50307,1.50525,1.50527,1.50221,1.50316,9674
EUR/CAD,2017-12-15,8,1.50307,1.50382,1.50192,1.50203,1.50316,1.5039,1.50196,1.50211,11400
EUR/CAD,2017-12-15,9,1.50203,1.50441,1.50169,1.50423,1.50211,1.50446,1.50172,1.50432,9014
EUR/CAD,2017-12-15,10,1.50423,1.50565,1.50369,1.50526,1.50432,1.5057,1.50374,1.50533,9903
EUR/CAD,2017-12-15,11,1.50526,1.50738,1.50489,1.50682,1.50533,1.5074,1.50489,1.50686,10696
EUR/CAD,2017-12-15,12,1.50682,1.50782,1.50574,1.50755,1.50686,1.50786,1.50579,1.50761,11837
EUR/CAD,2017-12-15,13,1.50755,1.50858,1.50594,1.50847,1.50761,1.50864,1.50598,1.50853,18035
EUR/CAD,2017-12-15,14,1.50847,1.50892,1.50575,1.50825,1.50853,1.50898,1.50581,1.50831,21872
EUR/CAD,2017-12-15,15,1.50825,1.50951,1.50495,1.50882,1.50831,1.50951,1.50501,1.50887,25885
EUR/CAD,2017-12-15,16,1.50882,1.51319,1.50811,1.51305,1.50887,1.51325,1.50815,1.51309,21456
EUR/CAD,2017-12-15,17,1.51305,1.51498,1.51047,1.5105,1.51309,1.51504,1.51053,1.51053,12040
EUR/CAD,2017-12-15,18,1.5105,1.51451,1.51027,1.51395,1.51053,1.51457,1.51034,1.51401,10097
EUR/CAD,2017-12-15,19,1.51395,1.5153,1.51347,1.5142,1.51401,1.51536,1.51355,1.51427,9521
EUR/CAD,2017-12-15,20,1.5142,1.5144,1.51325,1.51366,1.51427,1.51449,1.51335,1.51376,7956
EUR/CAD,2017-12-15,21,1.51366,1.51571,1.51165,1.51165,1.51376,1.51582,1.51222,1.51322,6319
EUR/CAD,2017-12-17,19,1.51165,1.51211,1.51005,1.51035,1.51322,1.51354,1.51096,1.51111,241
EUR/CAD,2017-12-17,20,1.51035,1.51111,1.51013,1.5107,1.51111,1.51239,1.51096,1.51158,104
EUR/CAD,2017-12-17,21,1.5107,1.51182,1.51038,1.51038,1.51158,1.51271,1.51156,1.51213,103
EUR/CAD,2017-12-17,22,1.51038,1.51208,1.51038,1.51138,1.51213,1.51279,1.51113,1.51194,2520
EUR/CAD,2017-12-17,23,1.51138,1.5123,1.51138,1.51196,1.51194,1.51246,1.51157,1.51207,13897
EUR/CAD,2017-12-18,0,1.51196,1.51315,1.51178,1.5123,1.51207,1.51328,1.51187,1.51243,7528
EUR/CAD,2017-12-18,1,1.5123,1.51288,1.51219,1.51225,1.51243,1.51298,1.51227,1.51235,3144
EUR/CAD,2017-12-18,2,1.51225,1.51281,1.51206,1.51231,1.51235,1.51291,1.51212,1.5124,3486
EUR/CAD,2017-12-18,3,1.51231,1.51253,1.51164,1.51193,1.5124,1.51258,1.51172,1.51202,3481
EUR/CAD,2017-12-18,4,1.51193,1.51215,1.51162,1.51172,1.51202,1.51222,1.51169,1.51179,2765
EUR/CAD,2017-12-18,5,1.51172,1.51191,1.5115,1.51156,1.51179,1.51199,1.51159,1.51165,1902
EUR/CAD,2017-12-18,6,1.51156,1.51245,1.51141,1.51202,1.51165,1.51252,1.51149,1.51211,4151
EUR/CAD,2017-12-18,7,1.51202,1.51414,1.51155,1.51398,1.51211,1.51418,1.51164,1.51404,9762
EUR/CAD,2017-12-18,8,1.51398,1.51624,1.51355,1.51624,1.51404,1.51629,1.51361,1.51629,11447
EUR/CAD,2017-12-18,9,1.51624,1.51756,1.51565,1.51741,1.51629,1.51763,1.5157,1.51752,9309
EUR/CAD,2017-12-18,10,1.51741,1.5189,1.51737,1.51883,1.51752,1.51895,1.51742,1.51889,7660
EUR/CAD,2017-12-18,11,1.51883,1.51915,1.51734,1.51853,1.51889,1.51919,1.51739,1.51855,7755
EUR/CAD,2017-12-18,12,1.51853,1.51904,1.51738,1.51868,1.51855,1.51909,1.51741,1.51873,7795
EUR/CAD,2017-12-18,13,1.51868,1.51939,1.51761,1.5189,1.51873,1.51945,1.51767,1.51894,10435
EUR/CAD,2017-12-18,14,1.5189,1.52036,1.51748,1.51803,1.51894,1.5204,1.51752,1.5181,14683
EUR/CAD,2017-12-18,15,1.51803,1.52155,1.51766,1.51808,1.5181,1.52161,1.51772,1.51814,16889
EUR/CAD,2017-12-18,16,1.51808,1.5195,1.51731,1.51757,1.51814,1.51956,1.51733,1.51764,12771
EUR/CAD,2017-12-18,17,1.51757,1.51856,1.51542,1.51552,1.51764,1.51863,1.51547,1.51562,8747
EUR/CAD,2017-12-18,18,1.51552,1.51758,1.51528,1.51733,1.51562,1.51765,1.51535,1.5174,7321
EUR/CAD,2017-12-18,19,1.51733,1.51747,1.51565,1.51652,1.5174,1.51752,1.5157,1.51659,8456
EUR/CAD,2017-12-18,20,1.51652,1.51688,1.5154,1.51542,1.51659,1.51695,1.51549,1.51549,7470
